The ECCO Tool: Extraction and Composition for Clone-and-Own,S. Fischer; L. Linsbauer; R. E. Lopez-Herrejon; A. Egyed,2015
Automated Program Repair in an Integrated Development Environment,Y. Pei; C. A. Furia; M. Nordio; B. Meyer,2015
Towards Generation of Software Development Tasks,C. A. Thompson,2015
Poster: Filtering Code Smells Detection Results,F. Arcelli Fontana; V. Ferme; M. Zanoni,2015
Poster: Automatically Fixing Real-World JavaScript Performance Bugs,M. Selakovic; M. Pradel,2015
1st International Workshop on Software Engineering for Smart Cyber-Physical Systems (SEsCPS 2015),T. Bures; D. Weyns; M. Klein; R. E. Haber,2015
Supporting Scientific SE Process Improvement,E. S. Mesh,2015
Poster: Segmentation Based Online Performance Problem Diagnosis,J. Zhou; Z. Chen; J. Wang,2015
Poster: Is Carmen Better than George? Testing the Exploratory Tester Using HCI Techniques,A. Borg; C. Porter; M. Micallef,2015
Free Hugs -- Praising Developers for Their Actions,R. Minelli; A. Mocci; M. Lanza,2015
MU-MMINT: An IDE for Model Uncertainty,M. Famelis; N. Ben-David; A. Di Sandro; R. Salay; M. Chechik,2015
Ekstazi: Lightweight Test Selection,M. Gligoric; L. Eloussi; D. Marinov,2015
Verification of Android Applications,H. v. d. Merwe,2015
Agile Project Management: From Self-Managing Teams to Large-Scale Development,T. Dyb?; T. Dings?yr,2015
Poster: ProNat: An Agent-Based System Design for Programming in Spoken Natural Language,S. Weigelt; W. F. Tichy,2015
CACHECA: A Cache Language Model Based Code Suggestion Tool,C. Franks; Z. Tu; P. Devanbu; V. Hellendoorn,2015
StressCloud: A Tool for Analysing Performance and Energy Consumption of Cloud Applications,F. Chen; J. Grundy; J. Schneider; Y. Yang; Q. He,2015
The Green Lab: Experimentation in Software Energy Efficiency,G. Procaccianti; P. Lago; A. Vetr¨°; D. M. Fern¨¢ndez; R. Wieringa,2015
The Use of Text Retrieval and Natural Language Processing in Software Engineering,V. Arnaoudova; S. Haiduc; A. Marcus; G. Antoniol,2015
Poster: Conquering Uncertainty in Java Programming,T. Fukamachi; N. Ubayashi; S. Hosoai; Y. Kamei,2015
Poster: Tierless Programming in JavaScript,L. Philips; W. De Meuter; C. De Roover,2015
Incorporating Human Intention into Self-Adaptive Systems,S. Huang; P. Miranda,2015
6th International Workshop on Emerging Trends in Software Metrics (WETSoM 2015),S. Counsell; A. Visaggio; R. Tonelli; E. Tempero,2015
Ariadne: Topology Aware Adaptive Security for Cyber-Physical Systems,C. Tsigkanos; L. Pasquale; C. Ghezzi; B. Nuseibeh,2015
Reactive Programming: A Walkthrough,G. Salvaneschi; A. Margara; G. Tamburrelli,2015
Poster: An Efficient Equivalence Checking Method for Petri Net Based Models of Programs,S. Bandyopadhyay; D. Sarkar; C. Mandal,2015
Poster: Reasoning Based on Imperfect Context Data in Adaptive Security,S. Sartoli; A. S. Namin,2015
VERMEER: A Tool for Tracing and Explaining Faulty C Programs,D. Schwartz-Narbonne; C. Oh; M. Sch?f; T. Wies,2015
Profiling Kernels Behavior to Improve CPU / GPU Interactions,R. Salgado,2015
Big(ger) Data in Software Engineering,M. Nagappan; M. Mirakhorli,2015
3rd International Workshop on Conducting Empirical Studies in Industry (CESI 2015),X. Franch; N. H. Madhavji; C. H. C. Duarte,2015
How and When to Transfer Software Engineering Research via Extensions,D. Shepherd; K. Damevski; L. Pollock,2015
Industry/University Collaboration in Software Engineering Education: Refreshing and Retuning Our Strategies,N. R. Mead,2015
Understanding the Software Fault Introduction Process,L. Inozemtseva,2015
Dynamic Safety Cases for Through-Life Safety Assurance,E. Denney; G. Pai; I. Habli,2015
A Unified Framework for the Comprehension of Software's Time,O. Benomar; H. Sahraoui; P. Poulin,2015
Mining the Metadata -- and Its Consequences,S. Landau,2015
FormTester: Effective Integration of Model-Based and Manually Specified Test Cases,R. Dixit; C. Lutteroth; G. Weber,2015
A Combined Technique of GUI Ripping and Input Perturbation Testing for Android Apps,G. Imparato,2015
1st International Workshop on Complex faUlts and Failures in LargE Software Systems (COUFLESS 2015),M. Grechanik; J. Alonso; A. P. Nikora,2015
Scalability Studies on Selective Mutation Testing,J. Zhang,2015
Capsule-Oriented Programming,H. Rajan,2015
Statistical Learning and Software Mining for Agent Based Simulation of Software Evolution,V. Honsel,2015
An Approach to Detect Android Antipatterns,G. Hecht,2015
2nd International Workshop on Crowd Sourcing in Software Engineering (CSI-SE 2015),G. Fraser; T. D. LaToza; L. Mariani,2015
DIETs: Recommender Systems for Mobile API Developers,S. Beyer,2015
Combining Mastery Learning with Project-Based Learning in a First Programming Course: An Experience Report,M. Jazayeri,2015
A Unified Approach to Automatic Testing of Architectural Constraints,A. Caracciolo,2015
The Future of Software Engineering (SEIP Keynote),G. Booch,2015
A Large Scale Study of License Usage on GitHub,C. Vendome,2015
Automatic Categorization of Software Libraries Using Bytecode,J. Escobar-Avila,2015
7th International Workshop on Principles of Engineering Service-Oriented and Cloud Systems (PESOS 2015),M. A. Babar; H. Paik; M. Chetlur; M. Bauer; A. M. Sharifloo,2015
Mining Software Repositories for Social Norms,H. K. Dam; B. T. R. Savarimuthu; D. Avery; A. Ghose,2015
Bixie: Finding and Understanding Inconsistent Code,T. McCarthy; P. R¨¹mmer; M. Sch?f,2015
Strategies for Prioritizing Test Cases Generated Through Model-Based Testing Approaches,J. F. S. Ouriques,2015
Casper: Using Ghosts to Debug Null Deferences with Dynamic Causality Traces,B. Cornu,2015
4th SEMAT Workshop on General Theory of Software Engineering (GTSE 2015),P. Ralph; G. Engels; I. Jacobson; M. Goedicke,2015
ViDI: The Visual Design Inspector,Y. Tymchuk; A. Mocci; M. Lanza,2015
Measuring Software Developers' Perceived Difficulty with Biometric Sensors,S. C. M¨¹ller,2015
Poster: Improving Cloud-Based Continuous Integration Environments,A. Gambi; Z. Rostyslav; S. Dustdar,2015
3rd International Workshop on Release Engineering (RELENG 2015),B. Adams; S. Bellomo; C. Bird; F. Khomh; K. Moir,2015
Source Code Curation on StackOverflow: The Vesperin System,H. Sanchez; J. Whitehead,2015
Search-Based Migration of Model Variants to Software Product Line Architectures,W. K. G. Assun??o,2015
An Integrated Multi-Agent-Based Simulation Approach to Support Software Project Management,D. d. M. Baia,2015
Poster: Discovering Code Dependencies by Harnessing Developer's Activity,M. Konopka; P. Navrat; M. Bielikova,2015
Poster: Symbolic Execution of MPI Programs,X. Fu; Z. Chen; H. Yu; C. Huang; W. Dong; J. Wang,2015
Second International Workshop on Software Architecture and Metrics (SAM 2015),I. Ozkaya; R. L. Nord; H. Koziolek; P. Avgeriou,2015
2nd International Workshop on Software Engineering Research and Industrial Practice (SER&IP 2015),J. Bishop; R. Shukla; F. Shull; S. Sen,2015
Extract Package Refactoring in ARIES,F. Palomba; M. Tufano; G. Bavota; R. Oliveto; A. Marcus; D. Poshyvanyk; A. De Lucia,2015
FLEXISKETCH TEAM: Collaborative Sketching and Notation Creation on the Fly,D. W¨¹est; N. Seyff; M. Glinz,2015
"Contributor's Performance, Participation Intentions, Its Influencers and Project Performance",A. Rastogi,2015
Poster: Enhancing Partition Testing through Output Variation,H. Liu; P. Poon; T. Y. Chen,2015
Poster: Dynamic Analysis Using JavaScript Proxies,L. Christophe; C. De Roover; W. De Meuter,2015
SE4HPCS'15: The 2015 International Workshop on Software Engineering for High Performance Computing in Science,J. C. Carver; N. Chue Hong; P. Ciancarini,2015
Varis: IDE Support for Embedded Client Code in PHP Web Applications,H. V. Nguyen; C. K?stner; T. N. Nguyen,2015
Software Requirements Patterns - A State of the Art and the Practice,X. Franch,2015
"Poster: VIBeS, Transition System Mutation Made Easy",X. Devroey; G. Perrouin; P. Schobbens; P. Heymans,2015
StriSynth: Synthesis for Live Programming,S. Gulwani; M. Mayer; F. Niksic; R. Piskac,2015
TesMa and CATG: Automated Test Generation Tools for Models of Enterprise Applications,H. Tanno; X. Zhang; T. Hoshino; K. Sen,2015
A Security Practices Evaluation Framework,P. Morrison,2015
Software Engineering for Privacy in-the-Large,P. Anthonysamy; A. Rashid,2015
[Journal First] Augmenting and Structuring User Queries to Support Efficient Free-Form Code Search,R. Sirres; T. F. Bissyand¨¦; D. Kim; D. Lo; J. Klein; K. Kim; Y. Le Traon,2018
[Journal First] Effect Sizes and their Variance for AB/BA Crossover Design Studies,L. Madeyski; B. Kitchenham,2018
Enlightened Debugging,X. Li; S. Zhu; M. d¡¯Amorim; A. Orso,2018
[Journal First] What Makes a Great Manager of Software Engineers?,E. Kalliamvakou; C. Bird; T. Zimmermann; A. Begel; R. DeLine; D. M. German,2018
[Journal First] An Empirical Study on the Interplay Between Semantic Coupling and Co-change of Software Classes,N. Ajienka; A. Capiluppi; S. Counsell,2018
[Journal First] MAHAKIL: Diversity Based Oversampling Approach to Alleviate the Class Imbalance Issue in Software Defect Prediction,K. E. Bennin; J. Keung; P. Phannachitta; A. Monden; S. Mensah,2018
[Journal First] Does Syntax Highlighting Help Programming Novices?,C. Hannebauer; M. Hesenius; V. Gruhn,2018
DetReduce: Minimizing Android GUI Test Suites for Regression Testing,W. Choi; K. Sen; G. Necul; W. Wang,2018
Roles and Impacts of Hands-on Software Architects in Five Industrial Case Studies,I. Rehman; M. Mirakhorli; M. Nagappan; A. Aralbay Uulu; M. Thornton,2018
"Open Source Barriers to Entry, Revisited: A Sociotechnical Perspective",C. Mendez; H. S. Padala; Z. Steine-Hanson; C. Hildebrand; A. Horvath; C. Hill; L. Simpson; N. Patil; A. Sarma; M. Burnett,2018
Prioritizing Browser Environments for Web Application Test Execution,J. Kwon; I. Ko; G. Rothermel,2018
[Journal First] Studying the Dialogue Between Users and Developers of Free Apps in the Google Play Store,S. Hassan; C. Tantithamthavorn; C. Bezemer; A. E. Hassan,2018
[Journal First] The Scent of a Smell: An Extensive Comparison Between Textual and Structural Smells,F. Palomba; A. Panichella; A. Zaidman; R. Oliveto; A. De Lucia,2018
Inferring Hierarchical Motifs from Execution Traces,S. Alimadadi; A. Mesbah; K. Pattabiraman,2018
[Journal First] A Comparative Study to Benchmark Cross-Project Defect Prediction Approaches,S. Herbold; A. Trautsch; J. Grabowski,2018
[Journal First] Correctness Attraction: A Study of Stability of Software Behavior Under Runtime Perturbation,B. Danglot; P. Preux; B. Baudry; M. Monperrus,2018
"The Good, the Bad and the Ugly: A Study of Security Decisions in a Cyber-Physical Systems Game",S. Frey; A. Rashid; P. Anthonysamy; M. Pinto-Albuquerque; S. A. Naqvi,2018
Leveraging Program Analysis to Reduce User-Perceived Latency in Mobile Applications,Y. Zhao; M. Schmitt Laser; Y. Lyu; N. Medvidovic,2018
[Journal First] Journal First Presentation of an Experience Report on Applying Software Testing Academic Results in Industry: We Need Usable Automated Test Generation,A. Arcuri,2018
[Journal First] Are Vulnerabilities Discovered and Resolved Like Other Defects?,P. Morrison; R. Pandita; X. Xiao; R. Chillarege; L. Williams,2018
Hybrid Regression Test Selection,L. Zhang,2018
Inheritance Usage Patterns in Open-Source Systems,J. Stevenson; M. Wood,2018
[Journal First] Analyzing a Decade of Linux System Calls,M. Bagherzadeh; N. Kahani; C. Bezemer; A. E. Hassan; J. Dingel; J. R. Cordy,2018
The Evolution of Requirements Practices in Software Startups,C. Gralha; D. Damian; A. Wasserman; M. Goul?o; J. Ara¨²jo,2018
Collaborative Model-Driven Software Engineering: A Classification Framework and a Research Map [Extended Abstract],D. Di Ruscio; M. Franzago; I. Malavolta; H. Muccini,2018
[Journal First] Are Fix-Inducing Changes a Moving Target?: A Longitudinal Case Study of Just-in-Time Defect Prediction,S. McIntosh; Y. Kamei,2018
Metamorphic Testing of RESTful Web APIs,S. Segura; J. A. Parejo; J. Troya; A. Ruiz-Cort¨¦s,2018
On the Dichotomy of Debugging Behavior Among Programmers,M. Beller; N. Spruit; D. Spinellis; A. Zaidman,2018
[Journal First] Challenges and Pitfalls on Surveying Evidence in the Software Engineering Technical Literature: An Exploratory Study with Novices,T. Vieira Ribeiro; J. Massollar; G. Horta Travassos,2018
Understanding the Factors for Fast Answers in Technical Q&A Websites: An Empirical Study of Four Stack Exchange Websites,S. Wang; T. Chen; A. E. Hassan,2018
Towards Practical Program Repair with On-demand Candidate Generation,J. Hua; M. Zhang; K. Wang; S. Khurshid,2018
Reducer-Based Construction of Conditional Verifiers,D. Beyer; M. Jakobs; T. Lemberger; H. Wehrheim,2018
Data Scientists in Software Teams: State of the Art and Challenges,M. Kim; T. Zimmermann; R. DeLine; A. Begel,2018
Secure Coding Practices in Java: Challenges and Vulnerabilities,N. Meng; S. Nagy; D. Yao; W. Zhuang; G. Arango-Argoty,2018
Identifying Design Problems in the Source Code: A Grounded Theory,L. Sousa; A. Oliveira; W. Oizumi; S. Barbosa; A. Garcia; J. Lee; M. Kalinowski; R. de Mello; B. Fonseca; R. Oliveira; C. Lucena; R. Paes,2018
[Journal First] Do Automated Program Repair Techniques Repair Hard and Important Bugs?,M. Motwani; S. Sankaranarayanan; R. Just; Y. Brun,2018
EARMO: An Energy-Aware Refactoring Approach for Mobile Apps,R. Morales; R. Saborido; F. Khomh; F. Chicano; G. Antoniol,2018
When Not to Comment: Questions and Tradeoffs with API Documentation for C++ Projects,A. Head; C. Sadowski; E. Murphy-Hill; A. Knight,2018
Search-Based Test Data Generation for SQL Queries,J. Castelein; M. Aniche; M. Soltani; A. Panichella; A. van Deursen,2018
Large-Scale Analysis of Framework-Specific Exceptions in Android Apps,L. Fan; T. Su; S. Chen; G. Meng; Y. Liu; L. Xu; G. Pu; Z. Su,2018
From UI Design Image to GUI Skeleton: A Neural Machine Translator to Bootstrap Mobile GUI Implementation,C. Chen; T. Su; G. Meng; Z. Xing; Y. Liu,2018
Does the Propagation of Artifact Changes Across Tasks Reflect Work Dependencies?,C. Mayr-Dorn; A. Egyed,2018
Automated Refactoring of OCL Constraints with Search,H. Lu; S. Wang; T. Yue; S. Ali; J. Nygard,2018
[Journal First] Experiences and Challenges in Building a Data Intensive System for Data Migration,M. Scavuzzo; E. Di Nitto; D. Ardagna,2018
[Journal First] Sentiment Polarity Detection for Software Development,F. Calefato; F. Lanubile; F. Maiorano; N. Novielli,2018
Redefining Prioritization: Continuous Prioritization for Continuous Integration,J. Liang; S. Elbaum; G. Rothermel,2018
[Journal First] Older Adults and Hackathons: A Qualitative Study,W. Kopec; B. Balcerzak; R. Nielek; G. Kowalik; A. Wierzbicki; F. Casati,2018
DeFlaker: Automatically Detecting Flaky Tests,J. Bell; O. Legunsen; M. Hilton; L. Eloussi; T. Yung; D. Marinov,2018
Identifying Features in Forks,S. Zhou; S. Stanciulescu; O. Le?enich; Y. Xiong; A. Wasowski; C. K?stner,2018
Automated Repair of Mobile Friendly Problems in Web Pages,S. Mahajan; N. Abolhassani; P. McMinn; W. G. J. Halfond,2018
[Journal First] On the Use of Hidden Markov Model to Predict the Time to Fix Bugs,M. Habayeb; S. S. Murtaza; A. Miranskyy; A. B. Bener,2018
Do Programmers Work at Night or During the Weekend?,M. Claes; M. V. M?ntyl?; M. Kuutila; B. Adams,2018
Context-Aware Conversational Developer Assistants,N. Bradley; T. Fritz; R. Holmes,2018
[Journal First] On the Diffuseness and the Impact on Maintainability of Code Smells: A Large Scale Empirical Investigation,F. Palomba; G. Bavota; M. Di Penta; F. Fasano; R. Oliveto; A. De Lucia,2018
[Journal First] Overfitting in Semantics-Based Automated Program Repair,X. D. Le; F. Thung; D. Lo; C. Le Goues,2018
Self-Hiding Behavior in Android Apps: Detection and Characterization,Z. Shan; I. Neamtiu; R. Samuel,2018
[Journal First] Analyzing the Effects of Test Driven Development in GitHub,N. Borle; M. Feghhi; E. Stroulia; R. Grenier; A. Hindle,2018
[Journal First] An Empirical Study of Early Access Games on the Steam Platform,D. Lin; C. Bezemer; A. E. Hassan,2018
ENTRUST: Engineering Trustworthy Self-Adaptive Software with Dynamic Assurance Cases,R. Calinescu; D. Weyns; S. Gerasimou; M. U. Iftikhar; I. Habli; T. Kelly,2018
[Journal First] A Comparison of Program Comprehension Strategies by Blind and Sighted Programmers,A. Armaly; P. Rodeghero; C. McMillan,2018
[Journal First] MSeer ¨C An Advanced Technique for Locating Multiple Bugs in Parallel,R. Gao; W. E. Wong,2018
"[Journal First] Lightweight, Obfuscation-Resilient Detection and Family Identification of Android Malware",J. Garcia; M. Hammad; S. Malek,2018
Do You Remember This Source Code?,J. Kr¨¹ger; J. Wiemann; W. Fenske; G. Saake; T. Leich,2018
How not to Structure Your Database-Backed Web Applications: A Study of Performance Bugs in the Wild,J. Yang; C. Yan; P. Subramaniam; S. Lu; A. Cheung,2018
[Journal First] ChangeLocator: Locate Crash-Inducing Changes Based on Crash Reports,R. Wu; M. Wen; S. Cheung; H. Zhang,2018
[Journal First] Empirical Study on the Discrepancy Between Performance Testing Results from Virtual and Physical Environments,M. M. Arif; W. Shang; E. Shihab,2018
"A Posteriori Typing for Model-Driven Engineering: Concepts, Analysis, and Applications",J. de Lara; E. Guerra,2018
Efficient Sampling of SAT Solutions for Testing,R. Dutra; K. Laeufer; J. Bachrach; K. Sen,2018
Precise Concolic Unit Testing of C Programs Using Extended Units and Symbolic Alarm Filtering,Y. Kim; Y. Choi; M. Kim,2018
Integrating Technical Debt Management and Software Quality Management Processes: A Framework and Field Tests,N. Ramasubbu; C. Kemerer,2018
Debugging with Intelligence via Probabilistic Inference,Z. Xu; S. Ma; X. Zhang; S. Zhu; B. Xu,2018
Measuring Program Comprehension: A Large-Scale Field Study with Professionals,X. Xia; L. Bao; D. Lo; Z. Xing; A. E. Hassan; S. Li,2018
Towards Reusing Hints from Past Fixes: An Exploratory Study on Thousands of Real Samples,H. Zhong; N. Meng,2018
[Journal First] A Correlation Study Between Automated Program Repair and Test-Suite Metrics,J. Yi; S. H. Tan; S. Mechtaev; M. B?hme; A. Roychoudhury,2018
Online App Review Analysis for Identifying Emerging Issues,C. Gao; J. Zeng; M. R. Lyu; I. King,2018
Automatic Software Repair: A Survey,L. Gazzola; L. Mariani; D. Micucci,2018
[Journal First] Inference of Development Activities from Interaction with Uninstrumented Applications,L. Bao; Z. Xing; X. Xia; D. Lo; A. E. Hassan,2018
Predicting Future Developer Behavior in the IDE Using Topic Models,K. Damevski; H. Chen; D. C. Shepherd; N. A. Kraft; L. Pollock,2018
[Journal First] Privacy by Designers: Software Developers' Privacy Mindset,I. Hadar; T. Hasson; O. Ayalon; E. Toch; M. Birnhack; S. Sherman; A. Balissa,2018
TypeDevil: Dynamic Type Inconsistency Analysis for JavaScript,M. Pradel; P. Schuh; K. Sen,2015
Performance Analysis Using Subsuming Methods: An Industrial Case Study,D. Maplesden; K. v. Randow; E. Tempero; J. Hosking; J. Grundy,2015
Design and Evaluation of a Customizable Multi-Domain Reference Architecture on Top of Product Lines of Self-Driving Heavy Vehicles - An Industrial Case Study,J. Schroeder; D. Holzner; C. Berger; C. Hoel; L. Laine; A. Magnusson,2015
When App Stores Listen to the Crowd to Fight Bugs in the Wild,M. Gomez; M. Martineza; M. Monperrus; R. Rouvoy,2015
Interdisciplinary Design Patterns for Socially Aware Computing,H. Baraki; K. Geihs; C. Voigtmann; A. Hoffmann; R. Kniewel; B. Macek; J. Zirfas,2015
ChangeScribe: A Tool for Automatically Generating Commit Messages,M. Linares-V¨¢squez; L. F. Cort¨¦s-Coy; J. Aponte; D. Poshyvanyk,2015
What Makes a Great Software Engineer?,P. L. Li; A. J. Ko; J. Zhu,2015
Coexecutability for Efficient Verification of Data Model Updates,I. Bocic; T. Bultan,2015
AutoCSP: Automatically Retrofitting CSP to Web Applications,M. Fazzini; P. Saxena; A. Orso,2015
Morpheus: Variability-Aware Refactoring in the Wild,J. Liebig; A. Janker; F. Garbe; S. Apel; C. Lengauer,2015
Avoiding Security Pitfalls with Functional Programming: A Report on the Development of a Secure XML Validator,D. Doligez; C. Faure; T. Hardin; M. Maarek,2015
An Initiative to Improve Reproducibility and Empirical Evaluation of Software Testing Techniques,F. G. d. Oliveira Neto; R. Torkar; P. D. L. Machado,2015
Security Toolbox for Detecting Novel and Sophisticated Android Malware,B. Holland; T. Deering; S. Kothari; J. Mathews; N. Ranade,2015
A Programming Model for Sustainable Software,H. S. Zhu; C. Lin; Y. D. Liu,2015
Work Practices and Challenges in Pull-Based Development: The Integrator's Perspective,G. Gousios; A. Zaidman; M. Storey; A. v. Deursen,2015
When and Why Your Code Starts to Smell Bad,M. Tufano; F. Palomba; G. Bavota; R. Oliveto; M. Di Penta; A. De Lucia; D. Poshyvanyk,2015
A Field Study on Fostering Structural Navigation with Prodet,V. Augustine; P. Francis; X. Qu; D. Shepherd; W. Snipes; C. Braunlich; T. Fritz,2015
Effectiveness of Persona with Personality Traits on Conceptual Design,F. Anvari; D. Richards; M. Hitchens; M. A. Babar,2015
Automated Planning for Self-Adaptive Systems,R. Gil,2015
Fast Feedback Cycles in Empirical Software Engineering Research,A. Vetr¨°; S. Ognawala; D. M. Fern¨¢ndez; S. Wagner,2015
Information Transformation: An Underpinning Theory for Software Engineering,D. Clark; R. Feldt; S. Poulding; S. Yoo,2015
Revisiting the Impact of Classification Techniques on the Performance of Defect Prediction Models,B. Ghotra; S. McIntosh; A. E. Hassan,2015
Dynamic Generation of Likely Invariants for Multithreaded Programs,M. Kusano; A. Chattopadhyay; C. Wang,2015
Mining Apps for Abnormal Usage of Sensitive Data,V. Avdiienko; K. Kuznetsov; A. Gorla; A. Zeller; S. Arzt; S. Rasthofer; E. Bodden,2015
Evolution of Software Development Strategies,K. Falkner; C. Szabo; R. Vivian; N. Falkner,2015
Novice Code Understanding Strategies during a Software Maintenance Assignment,C. Szabo,2015
Scalable Formal Verification of UML Models,M. M. Pourhashem Kallehbasti,2015
Views on Internal and External Validity in Empirical Software Engineering,J. Siegmund; N. Siegmund; S. Apel,2015
Making System User Interactive Tests Repeatable: When and What Should We Control?,Z. Gao; Y. Liang; M. B. Cohen; A. M. Memon; Z. Wang,2015
The Impact of Mislabelling on the Performance and Interpretation of Defect Prediction Models,C. Tantithamthavorn; S. McIntosh; A. E. Hassan; A. Ihara; K. Matsumoto,2015
Graph-Based Statistical Language Model for Code,A. T. Nguyen; T. N. Nguyen,2015
DirectFix: Looking for Simple Program Repairs,S. Mechtaev; J. Yi; A. Roychoudhury,2015
Automated Data Structure Generation: Refuting Common Wisdom,K. Dewey; L. Nichols; B. Hardekopf,2015
Composite Constant Propagation: Application to Android Inter-Component Communication Analysis,D. Octeau; D. Luchaup; M. Dering; S. Jha; P. McDaniel,2015
How Can I Use This Method?,L. Moreno; G. Bavota; M. Di Penta; R. Oliveto; A. Marcus,2015
relifix: Automated Repair of Software Regressions,S. H. Tan; A. Roychoudhury,2015
Improving Student Group Work with Collaboration Patterns: A Case Study,C. K?ppe; M. v. Eekelen; S. Hoppenbrouwers,2015
Collaborative and Cooperative-Learning in Software Engineering Courses,N. Soundarajan; S. Joshi; R. Ramnath,2015
Leveraging Informal Documentation to Summarize Classes and Methods in Context,L. Guerrouj; D. Bourque; P. C. Rigby,2015
A Flexible and Non-intrusive Approach for Computing Complex Structural Coverage Metrics,M. W. Whalen; S. Person; N. Rungta; M. Staats; D. Grijincu,2015
Truth in Advertising: The Hidden Cost of Mobile Ads for Software Developers,J. Gui; S. Mcilroy; M. Nagappan; W. G. J. Halfond,2015
Enron's Spreadsheets and Related Emails: A Dataset and Analysis,F. Hermans; E. Murphy-Hill,2015
CARAMEL: Detecting and Fixing Performance Problems That Have Non-Intrusive Fixes,A. Nistor; P. Chang; C. Radoi; S. Lu,2015
Dynamic Data Flow Testing of Object Oriented Systems,G. Denaro; A. Margara; M. Pezz¨¨; M. Vivanti,2015
Masters-Level Software Engineering Education and the Enriched Student Context,J. G. Hall; L. Rapanotti,2015
System Thinking: Educating T-Shaped Software Engineers,B. Boehm; S. K. Mobasser,2015
TaskNav: Task-Based Navigation of Software Documentation,C. Treude; M. Sicard; M. Klocke; M. Robillard,2015
A Genetic Algorithm for Detecting Significant Floating-Point Inaccuracies,D. Zou; R. Wang; Y. Xiong; L. Zhang; Z. Su; H. Mei,2015
Automated Decomposition of Build Targets,M. Vakilian; R. Sauciuc; J. D. Morgenthaler; V. Mirrokni,2015
Gray Computing: An Analysis of Computing with Background JavaScript Tasks,Y. Pan; J. White; Y. Sun; J. Gray,2015
Automatic and Continuous Software Architecture Validation,M. Goldstein; I. Segall,2015
Does the Failing Test Execute a Single or Multiple Faults? An Approach to Classifying Failing Tests,Z. Yu; C. Bai; K. Cai,2015
Engineering Sustainability Through Language,R. Chitchyan; W. Cazzola; A. Rashid,2015
Educating Software Engineering Managers - Revisited What Software Project Managers Need to Know Today,L. Peters; A. M. Moreno,2015
Borrowing from the Crowd: A Study of Recombination in Software Design Competitions,T. D. LaToza; M. Chen; L. Jiang; M. Zhao; A. v. d. Hoek,2015
Data-Delineation in Software Binaries and its Application to Buffer-Overrun Discovery,D. Gopan; E. Driscoll; D. Nguyen; D. Naydich; A. Loginov; D. Melski,2015
Symbolic Model Checking of Product-Line Requirements Using SAT-Based Methods,S. Ben-David; B. Sterin; J. M. Atlee; S. Beidu,2015
Empirically Detecting False Test Alarms Using Association Rules,K. Herzig; N. Nagappan,2015
SPF: A Middleware for Social Interaction in Mobile Proximity Environments,L. Baresi; L. Goix; S. Guinea; V. Panzica La Manna; J. Aliprandi; D. Archetti,2015
AppCivist - A Service-Oriented Software Platform for Socially Sustainable Activism,A. Pathak; V. Issarny; J. Holston,2015
Concurrent Software Engineering and Robotics Education,J. Shin; A. Rusakov; B. Meyer,2015
Does Outside-In Teaching Improve the Learning of Object-Oriented Programming?,E. Janke; P. Brune; S. Wagner,2015
Open Source-Style Collaborative Development Practices in Commercial Projects Using GitHub,E. Kalliamvakou; D. Damian; K. Blincoe; L. Singer; D. M. German,2015
DASE: Document-Assisted Symbolic Execution for Improving Automated Software Testing,E. Wong; L. Zhang; S. Wang; T. Liu; L. Tan,2015
On the Architecture-Driven Development of Software-Intensive Systems-of-Systems,E. Cavalcante,2015
Tempura: Temporal Dimension for IDEs,Y. Y. Lee; D. Marinov; R. E. Johnson,2015
Online Defect Prediction for Imbalanced Data,M. Tan; L. Tan; S. Dara; C. Mayeux,2015
Managing Emergent Ethical Concerns for Software Engineering in Society,A. Rashid; K. Moore; C. May-Chahal; R. Chitchyan,2015
Software Design Studio: A Practical Example,J. Lee; G. Kotonya; J. Whittle; C. Bull,2015
In Search of the Emotional Design Effect in Programming,L. Haaranen; P. Ihantola; J. Sorva; A. Vihavainen,2015
Interactive Synthesis Using Free-Form Queries,T. Gvero; V. Kuncak,2015
Tricorder: Building a Program Analysis Ecosystem,C. Sadowski; J. v. Gogh; C. Jaspan; E. S?derberg; C. Winter,2015
Regular Property Guided Dynamic Symbolic Execution,Y. Zhang; Z. Chen; J. Wang; W. Dong; Z. Liu,2015
Cascade: A Universal Programmer-Assisted Type Qualifier Inference Tool,M. Vakilian; A. Phaosawasdi; M. D. Ernst; R. E. Johnson,2015
IccTA: Detecting Inter-Component Privacy Leaks in Android Apps,L. Li; A. Bartel; T. F. Bissyand¨¦; J. Klein; Y. Le Traon; S. Arzt; S. Rasthofer; E. Bodden; D. Octeau; P. McDaniel,2015
A Large-Scale Technology Evaluation Study: Effects of Model-based Analysis and Testing,M. Kl?s; T. Bauer; A. Dereani; T. S?derqvist; P. Helle,2015
An Industrial Case Study on the Automated Detection of Performance Regressions in Heterogeneous Environments,K. C. Foo; Z. M. Jiang; B. Adams; A. E. Hassan; Y. Zou; P. Flora,2015
Cognitively Sustainable ICT with Ubiquitous Mobile Services - Challenges and Opportunities,M. J?gemar; G. Dodig-Crnkovic,2015
Teaching Software Architecture to Undergraduate Students: An Experience Report,C. R. Rupakheti; S. V. Chenoweth,2015
Are Students Representatives of Professionals in Software Engineering Experiments?,I. Salman; A. T. Misirli; N. Juristo,2015
